Long Term Debt;LLTD;BAL;1240;1;33.935;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Long Term Debt;LTTD;BAL;1260;1;33.935;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Debt;STLD;BAL;1270;1;35.266;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Deferred Income Tax;SBDT;BAL;1300;1;53.401;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Other Liabilities, Total;SLTL;BAL;1370;1;46.419;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Liabilities;LTLL;BAL;1380;1;1275.097;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Common Stock, Total;SCMS;BAL;1490;1;0.604;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Additional Paid-In Capital;QPIC;BAL;1500;1;189.302;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;299.685;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Treasury Stock - Common;QTSC;BAL;1520;1;-156.558;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Equity;QTLE;BAL;1600;1;333.033;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;1608.13;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Total Common Shares Outstanding;QTCO;BAL;1660;2;57.91672;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;4.83865;BAL;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.746000
Net Income/Starting Line;ONET;CAS;10;1;41.16;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Depreciation/Depletion;SDED;CAS;40;1;6.069;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Deferred Taxes;OBDT;CAS;90;1;4.272;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Non-Cash Items;SNCI;CAS;170;1;22.411;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Changes in Working Capital;SOCF;CAS;470;1;-16.248;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Cash from Operating Activities;OTLO;CAS;480;1;57.664;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Capital Expenditures;SCEX;CAS;520;1;-18.708;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-5.959;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Cash from Investing Activities;ITLI;CAS;680;1;-24.667;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Financing Cash Flow Items;SFCF;CAS;730;1;-5.954;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;-4.999;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;0.0;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Cash from Financing Activities;FTLF;CAS;980;1;-10.953;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Net Change in Cash;SNCC;CAS;1000;1;22.044;CAS;PAYC;2018-08-06;Interim;UPD;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.750000
Revenue;SREV;INC;100;1;114.025;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Total Revenue;RTLR;INC;310;1;114.025;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Cost of Revenue, Total;SCOR;INC;360;1;19.18;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Gross Profit;SGRP;INC;370;1;94.845;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;65.249;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Research & Development;ERAD;INC;560;1;7.426;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Depreciation/Amortization;SDPR;INC;600;1;2.736;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Total Operating Expense;ETOE;INC;830;1;94.591;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Operating Income;SOPI;INC;840;1;19.434;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-0.153;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Other, Net;SONT;INC;1270;1;-1.429;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Net Income Before Taxes;EIBT;INC;1280;1;17.852;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Provision for Income Taxes;TTAX;INC;1290;1;5.347;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Net Income After Taxes;TIAT;INC;1300;1;12.505;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Net Income Before Extra. Items;NIBX;INC;1340;1;12.505;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Total Extraordinary Items;STXI;INC;1390;1;0.4;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Net Income;NINC;INC;1400;1;12.905;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Total Adjustments to Net Income;SANI;INC;1460;1;-0.171;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;12.334;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;12.734;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Diluted Net Income;SDNI;INC;1530;1;12.734;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Diluted Weighted Average Shares;SDWS;INC;1540;2;58.64076;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;0.21033;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Diluted Normalized EPS;VDES;INC;1770;3;0.21033;INC;PAYC;2018-08-06;Interim;UCA;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.753000
Cash & Equivalents;ACAE;BAL;20;1;46.077;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Cash and Short Term Investments;SCSI;BAL;40;1;46.077;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;1.576;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Receivables, Net;ATRC;BAL;100;1;8.623;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Inventory;AITL;BAL;180;1;0.979;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Prepaid Expenses;APPY;BAL;190;1;4.982;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Other Current Assets, Total;SOCA;BAL;260;1;1115.604;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Current Assets;ATCA;BAL;270;1;1176.265;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;201.23;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-53.525;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;147.705;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Intangibles, Net;AINT;BAL;600;1;0.958;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Other Long Term Assets, Total;SOLA;BAL;780;1;173.321;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Assets;ATOT;BAL;880;1;1550.138;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Accounts Payable;LAPB;BAL;890;1;6.49;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Accrued Expenses;LAEX;BAL;910;1;36.591;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;0.888;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Other Current liabilities, Total;SOCL;BAL;1220;1;1096.183;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Current Liabilities;LTCL;BAL;1230;1;1140.152;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Long Term Debt;LLTD;BAL;1240;1;34.414;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Long Term Debt;LTTD;BAL;1260;1;34.414;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Debt;STLD;BAL;1270;1;35.302;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Deferred Income Tax;SBDT;BAL;1300;1;49.129;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Other Liabilities, Total;SLTL;BAL;1370;1;45.196;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Liabilities;LTLL;BAL;1380;1;1268.891;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Common Stock, Total;SCMS;BAL;1490;1;0.601;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Additional Paid-In Capital;QPIC;BAL;1500;1;161.809;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;258.525;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Treasury Stock - Common;QTSC;BAL;1520;1;-139.688;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Equity;QTLE;BAL;1600;1;281.247;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;1550.138;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Total Common Shares Outstanding;QTCO;BAL;1660;2;57.78857;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;3.95234;BAL;PAYC;2018-08-06;Interim;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 18:02:34.756000
Net Income/Starting Line;ONET;CAS;10;1;66.807;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Depreciation/Depletion;SDED;CAS;40;1;19.395;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Deferred Taxes;OBDT;CAS;90;1;-2.087;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Non-Cash Items;SNCI;CAS;170;1;40.252;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Changes in Working Capital;SOCF;CAS;470;1;6.233;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Cash from Operating Activities;OTLO;CAS;480;1;130.6;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Capital Expenditures;SCEX;CAS;520;1;-59.389;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-230.957;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Cash from Investing Activities;ITLI;CAS;680;1;-290.346;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Financing Cash Flow Items;SFCF;CAS;730;1;197.284;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;-56.88;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;5.261;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Cash from Financing Activities;FTLF;CAS;980;1;145.665;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Net Change in Cash;SNCC;CAS;1000;1;-14.081;CAS;PAYC;2018-08-06;Interim;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 18:02:34.758000
Revenue;SREV;INC;100;1;101.287;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Total Revenue;RTLR;INC;310;1;101.287;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Cost of Revenue, Total;SCOR;INC;360;1;17.826;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Gross Profit;SGRP;INC;370;1;83.461;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;61.509;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Research & Development;ERAD;INC;560;1;8.112;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Depreciation/Amortization;SDPR;INC;600;1;2.403;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Total Operating Expense;ETOE;INC;830;1;89.85;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Operating Income;SOPI;INC;840;1;11.437;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-0.22;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Other, Net;SONT;INC;1270;1;0.118;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Net Income Before Taxes;EIBT;INC;1280;1;11.335;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Provision for Income Taxes;TTAX;INC;1290;1;-2.732;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Net Income After Taxes;TIAT;INC;1300;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Net Income Before Extra. Items;NIBX;INC;1340;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Net Income;NINC;INC;1400;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Diluted Net Income;SDNI;INC;1530;1;14.067;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Diluted Weighted Average Shares;SDWS;INC;1540;2;58.8735;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;0.23894;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
DPS - Common Stock Primary Issue;DDPS1;INC;1570;3;0.0;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Diluted Normalized EPS;VDES;INC;1770;3;0.23894;INC;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.761000
Cash & Equivalents;ACAE;BAL;20;1;66.61;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Cash and Short Term Investments;SCSI;BAL;40;1;66.61;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;1.444;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Receivables, Net;ATRC;BAL;100;1;10.691;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Inventory;AITL;BAL;180;1;0.75;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Prepaid Expenses;APPY;BAL;190;1;5.705;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Other Current Assets, Total;SOCA;BAL;260;1;792.734;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Current Assets;ATCA;BAL;270;1;876.49;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;182.141;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-48.376;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;133.765;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Intangibles, Net;AINT;BAL;600;1;1.011;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Other Long Term Assets, Total;SOLA;BAL;780;1;6.781;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Assets;ATOT;BAL;880;1;1069.936;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Accounts Payable;LAPB;BAL;890;1;2.505;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Accrued Expenses;LAEX;BAL;910;1;34.695;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;1.152;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Other Current liabilities, Total;SOCL;BAL;1220;1;799.26;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Current Liabilities;LTCL;BAL;1230;1;837.612;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Long Term Debt;LLTD;BAL;1240;1;33.218;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Long Term Debt;LTTD;BAL;1260;1;33.218;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Debt;STLD;BAL;1270;1;34.37;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Other Liabilities, Total;SLTL;BAL;1370;1;41.841;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Liabilities;LTLL;BAL;1380;1;912.671;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Common Stock, Total;SCMS;BAL;1490;1;0.599;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Additional Paid-In Capital;QPIC;BAL;1500;1;129.77;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;124.35;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Treasury Stock - Common;QTSC;BAL;1520;1;-97.454;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Equity;QTLE;BAL;1600;1;157.265;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;1069.936;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Total Common Shares Outstanding;QTCO;BAL;1660;2;58.13161;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;1.79532;BAL;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.763000
Net Income/Starting Line;ONET;CAS;10;1;53.902;CAS;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.766000
Depreciation/Depletion;SDED;CAS;40;1;13.898;CAS;PAYC;2018-08-06;Interim;UPD;2017-09-30;10-Q;2017-11-02;2019-06-16 18:02:34.766000
